-23.50, -0.74, -0.34, 0.94
-23.50, -3.50, -1.87, 10.49
-23.50, -10.36, -4.98, 11.07
-22.50, -18.75, -7.45, 11.25
-22.50, -24.55, -7.71, 10.94
-23.50, -27.60, -6.54, 10.48
-19.50, -26.00, -3.61, 9.43
-17.50, -22.71, -0.64, -1.65
-15.50, -18.73, 1.78, -10.87
-13.50, -14.78, 3.38, -10.90
-12.50, -11.85, 3.90, -10.75
-13.50, -11.01, 3.20, -10.43
-10.50, -9.28, 2.92, -10.27
-10.50, -8.71, 2.15, -8.53
-10.50, -8.83, 1.25, -5.39
-13.50, -11.04, -0.28, 1.49
-14.50, -13.24, -1.35, 9.37
-15.50, -15.20, -1.93, 10.35
-17.50, -17.43, -2.37, 10.37
-21.50, -20.87, -3.11, 10.39
-19.50, -21.45, -2.35, 9.49
-18.50, -20.75, -1.19, 5.42
-17.50, -19.35, -0.04, -1.02
-15.50, -17.07, 1.13, -8.63
-14.50, -15.03, 1.81, -10.04
-13.50, -13.30, 2.08, -10.11
-12.50, -11.90, 2.05, -9.46
-13.50, -11.92, 1.36, -6.84
-13.50, -12.26, 0.69, -0.74
-14.50, -13.29, -0.09, 0.94
-14.50, -14.06, -0.52, 1.32
-16.50, -15.74, -1.16, 7.85
-18.50, -17.89, -1.78, 9.33
-19.50, -19.63, -1.99, 9.43
-19.50, -20.44, -1.69, 8.05
-18.50, -20.05, -0.91, 0.97
-17.50, -18.94, -0.04, -0.78
-17.50, -18.08, 0.47, -1.30
-13.50, -15.18, 1.66, -9.52
-15.50, -14.60, 1.48, -8.31
-13.50, -13.29, 1.58, -8.21
-13.50, -12.71, 1.31, -6.93
-12.50, -12.02, 1.11, -6.05
-14.50, -12.99, 0.26, -0.15
-18.50, -16.11, -1.26, 8.64
-18.50, -18.09, -1.83, 9.77
-20.50, -20.33, -2.27, 10.32
-20.50, -21.45, -2.04, 9.18
-19.50, -21.21, -1.23, 6.20
-16.50, -18.99, 0.21, -1.18
-16.50, -17.41, 0.97, -1.77
-17.50, -16.99, 0.97, -1.59
-17.50, -16.84, 0.79, -1.30
-14.50, -15.12, 1.29, -7.53
-14.50, -14.19, 1.28, -7.15
-12.50, -12.64, 1.49, -7.63
-15.50, -13.66, 0.54, -0.63
-14.50, -13.94, 0.14, 0.35
-15.50, -14.81, -0.37, 1.13
-16.50, -15.98, -0.84, 1.49
-14.50, -15.52, -0.45, 0.96
-19.50, -18.04, -1.39, 8.03
-19.50, -19.51, -1.59, 8.29
-17.50, -19.05, -0.88, 1.08
-17.50, -18.52, -0.30, 0.35
-17.50, -18.04, 0.09, -0.77
-17.50, -17.66, 0.31, -0.97
-18.50, -17.99, 0.14, -0.63
-15.50, -16.47, 0.77, -1.34
-14.50, -14.97, 1.20, -7.39
-14.50, -14.16, 1.18, -6.95
-14.50, -13.84, 0.92, -1.18
-16.50, -14.99, 0.09, 0.43
-14.50, -14.69, 0.10, 0.19
-15.50, -15.13, -0.19, 0.79
-17.50, -16.61, -0.81, 1.42
-16.50, -16.92, -0.74, 1.23
-17.50, -17.59, -0.80, 1.22
-16.50, -17.31, -0.42, 0.74
-17.50, -17.60, -0.37, 0.66
-16.50, -17.11, -0.01, -0.41
-17.50, -17.33, -0.05, -0.17
-17.50, -17.44, -0.04, -0.02
-17.50, -17.49, -0.02, -0.18
-19.50, -18.66, -0.49, 0.93
-17.50, -18.20, -0.14, 0.34
-21.50, -20.17, -0.90, 1.32
-18.50, -19.60, -0.37, 0.65
-20.50, -20.28, -0.49, 0.82
-20.50, -20.62, -0.44, 0.75
-20.50, -20.74, -0.31, 0.56
-20.50, -20.73, -0.16, 0.29
-19.50, -20.07, 0.21, -0.79
-22.50, -21.38, -0.36, 0.74
-21.50, -21.60, -0.32, 0.67
-22.50, -22.26, -0.48, 0.86
-23.50, -23.19, -0.70, 1.07
-22.50, -23.09, -0.41, 0.70
-22.50, -22.92, -0.16, 0.28
-25.50, -24.48, -0.72, 1.09
-24.50, -24.81, -0.60, 0.92
-23.50, -24.30, -0.16, 0.21
-25.50, -25.05, -0.36, 0.64
-23.50, -24.30, 0.11, -0.67
-25.50, -24.93, -0.14, 0.33
-24.50, -24.73, 0.02, -0.38
-23.50, -24.00, 0.35, -0.90
-25.50, -24.71, -0.03, 0.18
-24.50, -24.60, 0.03, -0.24
-24.50, -24.53, 0.05, -0.31
-25.50, -25.07, -0.19, 0.58
-23.50, -24.24, 0.21, -0.65
-27.50, -26.04, -0.60, 1.12
-28.50, -27.74, -1.15, 7.15
-26.50, -27.53, -0.71, 1.05
-25.50, -26.66, -0.08, -0.28
-25.50, -26.00, 0.29, -0.91
-27.50, -26.73, -0.06, 0.12
-29.50, -28.36, -0.70, 1.14
-27.50, -28.17, -0.40, 0.73
-32.50, -30.86, -1.37, 7.69
-33.50, -33.01, -1.84, 8.84
-35.50, -35.27, -2.18, 9.46
-37.50, -37.52, -2.37, 9.64
-39.50, -39.70, -2.43, 9.51
-38.50, -40.05, -1.67, 6.94
-37.50, -39.26, -0.62, 0.34
-42.50, -41.36, -1.10, 5.26
-44.50, -43.63, -1.54, 7.03
-45.50, -45.37, -1.65, 7.32
-44.50, -45.56, -1.07, 5.12
-45.50, -45.96, -0.73, 0.66
-43.50, -44.81, 0.14, -1.12
-42.50, -43.36, 0.87, -1.70
-47.50, -45.35, -0.11, 0.16
-43.50, -44.31, 0.41, -1.03
-44.50, -44.22, 0.37, -0.89
-45.50, -44.80, 0.03, -0.23
-40.50, -42.28, 1.08, -7.08
-45.50, -43.66, 0.18, -0.40
-42.50, -42.91, 0.41, -0.77
-45.50, -44.24, -0.31, 0.90
-41.50, -42.80, 0.35, -0.75
-40.50, -41.31, 0.86, -1.28
