-97.50, -14.46, -7.73, 12.05
-98.50, -43.19, -20.81, 14.49
-93.50, -78.09, -31.02, 15.22
-94.50, -102.66, -32.30, 13.97
-91.50, -111.68, -25.86, 11.75
-83.50, -107.48, -15.01, 9.40
-78.50, -97.41, -4.21, 0.13
-76.50, -86.77, 3.80, -13.03
-67.50, -73.42, 10.21, -13.30
-63.50, -62.68, 13.03, -12.89
-61.50, -55.92, 12.67, -12.06
-56.50, -50.52, 11.23, -11.28
17.50, -6.02, 26.26, -13.42
16.50, 18.78, 28.34, -12.86
7.50, 24.69, 21.13, -10.91
-45.50, -7.08, -0.47, 4.89
-12.50, -11.03, -4.22, 12.75
17.50, 3.22, 1.41, 0.32
18.50, 12.47, 3.86, -7.14
16.50, 16.34, 3.55, -6.99
-49.50, -20.54, -13.78, 13.11
17.50, -4.83, -3.79, 10.64
-52.50, -34.28, -15.12, 12.34
-51.50, -51.11, -17.69, 12.14
-52.50, -59.77, -15.57, 11.22
-55.50, -64.05, -11.77, 10.27
-54.50, -63.48, -6.78, 9.27
-52.50, -59.80, -1.88, 0.13
-51.50, -55.49, 1.73, -11.52
-52.50, -52.71, 3.38, -11.39
-49.50, -49.14, 4.56, -11.22
-47.50, -46.02, 4.91, -10.95
-50.50, -46.37, 3.44, -10.23
-49.50, -46.66, 2.23, -7.30
-56.50, -51.42, -0.61, 1.40
-56.50, -54.71, -2.03, 8.67
-58.50, -57.87, -2.90, 9.85
-60.50, -60.72, -3.29, 9.99
-64.50, -64.39, -3.80, 10.41
-62.50, -64.96, -2.76, 7.99
-58.50, -62.39, -0.61, 0.17
-61.50, -62.07, -0.02, -0.88
-61.50, -61.69, 0.38, -1.12
-58.50, -59.61, 1.31, -6.88
-57.50, -57.76, 1.82, -7.65
-56.50, -56.19, 1.99, -7.60
-59.50, -57.22, 0.94, -0.93
-59.50, -58.15, 0.18, -0.11
-59.50, -58.88, -0.28, 0.80
-59.50, -59.39, -0.50, 0.92
-58.50, -59.11, -0.28, 0.63
-62.50, -61.22, -1.11, 5.67
-60.50, -61.30, -0.83, 0.99
-61.50, -61.78, -0.75, 0.88
-62.50, -62.53, -0.79, 0.89
-67.50, -65.76, -1.86, 7.08
-64.50, -65.85, -1.28, 5.35
-64.50, -65.61, -0.69, 0.64
-66.50, -66.40, -0.69, 0.66
-65.50, -66.16, -0.26, 0.22
-64.50, -65.28, 0.30, -0.84
-66.50, -65.83, 0.07, -0.47
-65.50, -65.59, 0.21, -0.60
-62.50, -63.69, 0.99, -1.24
-62.50, -62.54, 1.21, -5.79
-59.50, -60.23, 1.81, -7.09
-59.50, -59.00, 1.75, -6.65
-63.50, -60.85, 0.35, -0.28
-65.50, -63.43, -0.97, 1.44
-67.50, -66.27, -2.00, 8.11
-69.50, -69.07, -2.64, 9.00
-64.50, -67.60, -1.22, 5.22
-69.50, -69.23, -1.44, 5.73
-72.50, -71.75, -1.95, 6.90
-72.50, -73.03, -1.78, 6.32
-72.50, -73.48, -1.28, 4.93
-66.50, -69.95, 0.77, -1.46
-69.50, -69.29, 1.01, -6.04
-68.50, -68.35, 1.22, -6.22
-69.50, -68.45, 0.86, -1.07
-68.50, -68.09, 0.75, -0.92
-68.50, -68.00, 0.54, -0.70
-67.50, -67.48, 0.55, -0.70
-67.50, -67.26, 0.42, -0.56
-68.50, -67.81, 0.01, 0.34
-67.50, -67.64, 0.02, 0.25
-67.50, -67.56, 0.00, 0.24
-68.50, -68.12, -0.27, 0.63
-68.50, -68.47, -0.36, 0.69
-69.50, -69.23, -0.59, 0.86
-69.50, -69.65, -0.59, 0.81
-67.50, -68.66, 0.03, -0.33
-69.50, -69.13, -0.14, 0.30
-69.50, -69.40, -0.19, 0.38
-67.50, -68.37, 0.33, -0.69
-70.50, -69.46, -0.20, 0.46
-65.50, -67.24, 0.80, -1.08
-68.50, -67.61, 0.42, -0.68
-70.50, -69.10, -0.35, 0.73
-70.50, -70.08, -0.69, 0.98
-67.50, -68.89, 0.00, -0.18
-70.50, -69.82, -0.37, 0.64
-68.50, -69.22, 0.01, -0.21
-69.50, -69.37, -0.04, 0.13
-67.50, -68.30, 0.44, -0.78
-67.50, -67.63, 0.61, -0.88
-69.50, -68.44, 0.08, -0.20
-70.50, -69.61, -0.46, 0.81
-71.50, -70.92, -0.90, 1.12
-66.50, -68.76, 0.28, -0.66
-65.50, -66.73, 1.08, -5.65
-66.50, -66.10, 1.04, -5.28
-69.50, -67.61, 0.08, -0.03
-69.50, -68.69, -0.46, 0.87
-67.50, -68.22, -0.17, 0.48
-72.50, -70.79, -1.22, 5.98
-70.50, -71.18, -1.03, 5.18
-68.50, -70.08, -0.23, 0.33
-72.50, -71.57, -0.73, 0.86
-71.50, -71.85, -0.58, 0.71
-72.50, -72.47, -0.61, 0.73
-68.50, -70.42, 0.50, -0.98
-70.50, -70.22, 0.51, -0.90
-66.50, -67.82, 1.41, -6.49
-68.50, -67.57, 1.11, -5.37
-65.50, -65.88, 1.46, -6.14
-69.50, -67.34, 0.35, -0.37
-70.50, -69.05, -0.58, 1.08
-72.50, -71.34, -1.46, 6.84
-69.50, -70.94, -0.91, 1.09
-71.50, -71.68, -0.94, 1.05
-73.50, -73.15, -1.24, 5.59
-67.50, -70.41, 0.34, -0.88
-72.50, -71.44, -0.10, 0.13
-71.50, -71.51, -0.05, -0.11
-69.50, -70.35, 0.50, -0.88
-74.50, -72.53, -0.53, 0.81
-69.50, -71.01, 0.27, -0.64
-69.50, -70.00, 0.64, -0.94
