7.50, 0.06, 0.04, -3.01
5.50, 0.25, 0.15, -3.04
5.50, 0.84, 0.41, -3.08
5.50, 2.03, 0.79, -3.12
2.50, 2.78, 0.88, -3.11
5.50, 4.32, 1.16, -3.12
0.50, 3.69, 0.82, -3.06
3.50, 4.15, 0.79, -3.05
3.50, 4.44, 0.74, -3.04
4.50, 4.96, 0.73, -3.03
3.50, 4.98, 0.64, -3.02
0.50, 4.03, 0.41, -3.01
2.50, 3.87, 0.33, -3.00
0.50, 3.15, 0.18, -2.99
1.50, 2.83, 0.11, -2.99
1.50, 2.55, 0.05, -2.99
0.50, 2.05, -0.03, -2.99
0.50, 1.63, -0.10, -2.99
1.50, 1.52, -0.11, -2.99
-3.50, 0.19, -0.29, 3.02
0.50, 0.04, -0.29, 3.02
4.50, 0.91, -0.14, -2.99
-0.50, 0.45, -0.19, -2.99
0.50, 0.32, -0.19, -2.99
2.50, 0.70, -0.12, -3.00
0.50, 0.56, -0.12, -3.00
29.50, 7.53, 0.87, -3.05
-44.50, -4.51, -0.90, 3.05
26.50, 2.38, 0.15, -3.01
-46.50, -9.47, -1.52, 3.07
26.50, -1.84, -0.30, 3.00
29.50, 5.61, 0.78, -3.05
28.50, 11.83, 1.59, -3.08
25.50, 16.41, 2.08, -3.09
28.50, 20.98, 2.52, -3.10
-23.50, 12.03, 1.00, -3.01
-39.50, 0.17, -0.78, 3.07
30.50, 6.98, 0.21, -2.98
29.50, 12.64, 0.96, -3.02
27.50, 17.01, 1.46, -3.04
27.50, 20.69, 1.81, -3.05
30.50, 24.48, 2.13, -3.06
7.50, 21.96, 1.54, -3.02
29.50, 24.97, 1.77, -3.03
26.50, 26.69, 1.79, -3.03
28.50, 28.49, 1.82, -3.02
28.50, 29.88, 1.78, -3.02
26.50, 30.40, 1.62, -3.01
-41.50, 14.03, -0.89, -2.89
7.50, 11.72, -1.19, -2.89
27.50, 14.64, -0.72, -2.93
26.50, 16.97, -0.36, -2.96
28.50, 19.51, 0.01, -2.98
24.50, 20.73, 0.16, -2.99
26.50, 22.26, 0.34, -3.00
27.50, 23.80, 0.51, -3.01
27.50, 25.09, 0.63, -3.01
25.50, 25.67, 0.63, -3.01
28.50, 26.85, 0.72, -3.01
25.50, 27.07, 0.66, -3.01
26.50, 27.43, 0.63, -3.01
27.50, 27.93, 0.62, -3.00
28.50, 28.53, 0.62, -3.00
28.50, 28.99, 0.60, -3.00
27.50, 29.08, 0.53, -3.00
24.50, 28.36, 0.35, -2.99
25.50, 27.92, 0.23, -2.99
28.50, 28.24, 0.23, -2.99
26.50, 27.98, 0.15, -2.99
27.50, 27.98, 0.12, -2.99
25.50, 27.46, 0.02, -2.98
29.50, 27.96, 0.07, -2.99
27.50, 27.90, 0.04, -2.99
30.50, 28.56, 0.12, -2.99
30.50, 29.12, 0.17, -3.00
30.50, 29.59, 0.21, -3.00
26.50, 29.00, 0.10, -2.99
26.50, 28.46, 0.01, -2.99
4.50, 22.60, -0.82, -2.95
7.50, 18.26, -1.36, -2.93
28.50, 19.72, -1.03, -2.96
0.50, 14.22, -1.69, -2.93
-2.50, 8.83, -2.27, -2.92
5.50, 6.27, -2.39, -2.92
2.50, 3.52, -2.51, -2.93
0.50, 0.86, -2.60, 3.06
3.50, -0.48, -2.48, 3.05
2.50, -1.64, -2.34, 3.04
3.50, -2.17, -2.12, 3.02
-0.50, -3.37, -2.01, 3.01
2.50, -3.45, -1.75, 3.00
0.50, -3.81, -1.55, 2.99
1.50, -3.68, -1.31, 2.98
0.50, -3.64, -1.10, 2.97
3.50, -2.71, -0.79, 2.96
2.50, -2.02, -0.55, 2.96
1.50, -1.55, -0.36, 2.95
0.50, -1.31, -0.24, 2.95
1.50, -0.78, -0.09, 2.95
1.50, -0.27, 0.04, 2.96
2.50, 0.45, 0.18, -3.04
0.50, 0.62, 0.22, -3.04
2.50, 1.26, 0.31, -3.04
3.50, 2.06, 0.42, -3.04
2.50, 2.49, 0.46, -3.03
-0.50, 2.12, 0.37, -3.03
1.50, 2.26, 0.36, -3.02
1.50, 2.35, 0.34, -3.02
1.50, 2.41, 0.32, -3.01
0.50, 2.19, 0.26, -3.01
1.50, 2.22, 0.23, -3.01
2.50, 2.47, 0.24, -3.01
1.50, 2.41, 0.20, -3.00
1.50, 2.35, 0.17, -3.00
-0.50, 1.78, 0.07, -3.00
0.50, 1.51, 0.02, -2.99
2.50, 1.77, 0.04, -3.00
0.50, 1.49, 0.00, -2.99
1.50, 1.49, -0.01, -3.00
2.50, 1.73, 0.02, -3.00
3.50, 2.18, 0.08, -3.00
1.50, 2.07, 0.05, -3.00
0.50, 1.73, 0.00, -3.00
3.50, 2.16, 0.05, -3.00
1.50, 2.04, 0.03, -3.00
0.50, 1.68, -0.02, -3.00
1.50, 1.62, -0.03, -3.00
1.50, 1.56, -0.04, -3.00
2.50, 1.76, -0.01, -3.00
2.50, 1.93, 0.01, -3.00
-0.50, 1.35, -0.07, -3.00
-2.50, 0.35, -0.20, -2.99
-2.50, -0.50, -0.30, 3.01
-2.50, -1.23, -0.37, 3.01
14.50, 2.33, 0.16, -3.01
13.50, 5.20, 0.55, -3.03
15.50, 8.15, 0.92, -3.04
13.50, 10.16, 1.11, -3.05
13.50, 11.84, 1.23, -3.04
13.50, 13.19, 1.29, -3.04
-0.50, 10.83, 0.82, -3.01
15.50, 12.59, 0.96, -3.02
-0.50, 10.12, 0.49, -2.99
14.50, 11.56, 0.62, -3.00
-1.50, 8.83, 0.15, -2.98
-0.50, 6.66, -0.20, -2.96
-1.50, 4.50, -0.50, -2.96
-2.50, 2.39, -0.77, -2.95
13.50, 4.51, -0.41, -2.97
-1.50, 2.72, -0.63, -2.97
14.50, 5.11, -0.24, -2.99
-1.50, 3.31, -0.46, -2.98
12.50, 5.20, -0.15, -3.00
-1.50, 3.45, -0.38, -2.99
-3.50, 1.46, -0.61, -2.98
-4.50, -0.47, -0.82, 3.03
-2.50, -1.60, -0.89, 3.03
14.50, 1.66, -0.33, -3.00
11.50, 3.82, 0.02, -3.02
-1.50, 2.54, -0.14, -3.01
-2.50, 1.20, -0.30, -3.00
-1.50, 0.31, -0.38, 3.00
-1.50, -0.42, -0.44, 3.01
-0.50, -0.77, -0.43, 3.00
13.50, 2.39, 0.07, -3.02
13.50, 5.17, 0.47, -3.04
-1.50, 3.90, 0.26, -3.02
-0.50, 3.03, 0.12, -3.01
13.50, 5.68, 0.48, -3.03
13.50, 7.97, 0.76, -3.04
14.50, 10.16, 0.99, -3.04
-1.50, 8.07, 0.60, -3.02
-5.50, 5.21, 0.13, -2.99
-0.50, 3.91, -0.08, -2.98
-2.50, 2.27, -0.31, -2.97
12.50, 4.53, 0.03, -2.99
13.50, 6.74, 0.33, -3.01
13.50, 8.65, 0.56, -3.02
-1.50, 6.59, 0.21, -3.00
-4.50, 4.04, -0.18, -2.98
-1.50, 2.54, -0.38, -2.97
-4.50, 0.52, -0.63, 3.03
13.50, 3.20, -0.20, -2.99
11.50, 5.08, 0.08, -3.01
13.50, 7.21, 0.38, -3.02
-0.50, 5.61, 0.12, -3.00
-1.50, 3.96, -0.13, -2.99
-2.50, 2.28, -0.35, -2.98
-1.50, 1.08, -0.49, -2.98
-188.50, -45.69, -6.99, 3.32
-180.50, -84.08, -11.69, 3.50
-164.50, -112.78, -14.53, 3.56
-164.50, -136.62, -16.36, 3.56
-151.50, -152.83, -16.86, 3.50
-142.50, -163.23, -16.42, 3.41
-132.50, -168.26, -15.21, 3.29
-126.50, -169.64, -13.54, 3.17
-116.50, -166.92, -11.42, 3.05
-109.50, -161.52, -9.11, 2.93
-96.50, -152.46, -6.50, 2.82
-91.50, -142.38, -4.01, 2.73
-77.50, -129.42, -1.38, 2.64
-68.50, -115.42, 1.11, 2.58
-65.50, -102.20, 3.20, 2.54
-49.50, -86.72, 5.34, 2.51
-36.50, -70.20, 7.37, 2.49
-27.50, -54.00, 9.08, 2.48
-22.50, -39.23, 10.36, 2.50
-11.50, -24.43, 11.45, 2.52
-4.50, -10.72, 12.22, -3.45
0.50, 1.42, 12.62, -3.40
11.50, 13.57, 12.93, -3.36
-21.50, 14.88, 11.63, -3.24
-19.50, 15.34, 10.29, -3.14
38.50, 28.84, 10.87, -3.15
55.50, 43.63, 11.56, -3.16
64.50, 57.53, 12.04, -3.16
74.50, 70.83, 12.36, -3.15
85.50, 83.82, 12.59, -3.14
90.50, 95.01, 12.52, -3.12
140.50, 115.65, 13.77, -3.16
128.50, 129.25, 13.89, -3.14
119.50, 137.41, 13.22, -3.09
107.50, 140.11, 11.83, -3.01
